"","name","area","value","footnote_codes","state","county","cbsa","rpp.in.100.dollars","ratio"
"2779","Texas","4800000",16.61,NA,48,48463,46620,114.0250855,6.86484560505719
"2780","Texas","4800000",16.61,NA,48,48389,37780,114.0250855,6.86484560505719
"2781","Texas","4800000",16.61,NA,48,48067,NA,114.0250855,6.86484560505719
"2782","Texas","4800000",16.61,NA,48,48311,NA,114.0250855,6.86484560505719
"2783","Texas","4800000",16.61,NA,48,48149,NA,114.0250855,6.86484560505719
"2784","Texas","4800000",16.61,NA,48,48125,NA,114.0250855,6.86484560505719
"2785","Texas","4800000",16.61,NA,48,48335,NA,114.0250855,6.86484560505719
"2786","Texas","4800000",16.61,NA,48,48407,NA,114.0250855,6.86484560505719
"2787","Texas","4800000",16.61,NA,48,48171,23240,114.0250855,6.86484560505719
"2788","Texas","4800000",16.61,NA,48,48331,NA,114.0250855,6.86484560505719
"2789","Texas","4800000",16.61,NA,48,48255,NA,114.0250855,6.86484560505719
"2790","Texas","4800000",16.61,NA,48,48363,33420,114.0250855,6.86484560505719
"2791","Texas","4800000",16.61,NA,48,48337,NA,114.0250855,6.86484560505719
"2792","Texas","4800000",16.61,NA,48,48417,NA,114.0250855,6.86484560505719
"2793","Texas","4800000",16.61,NA,48,48465,19620,114.0250855,6.86484560505719
"2794","Texas","4800000",16.61,NA,48,48357,NA,114.0250855,6.86484560505719
"2795","Texas","4800000",16.61,NA,48,48191,NA,114.0250855,6.86484560505719
"2796","Texas","4800000",16.61,NA,48,48353,45020,114.0250855,6.86484560505719
"2797","Texas","4800000",16.61,NA,48,48411,NA,114.0250855,6.86484560505719
"2798","Texas","4800000",16.61,NA,48,48087,NA,114.0250855,6.86484560505719
"2799","Texas","4800000",16.61,NA,48,48413,NA,114.0250855,6.86484560505719
"2800","Texas","4800000",16.61,NA,48,48443,NA,114.0250855,6.86484560505719
"2801","Texas","4800000",16.61,NA,48,48227,13700,114.0250855,6.86484560505719
"2802","Texas","4800000",16.61,NA,48,48495,NA,114.0250855,6.86484560505719
"2803","Texas","4800000",16.61,NA,48,48169,NA,114.0250855,6.86484560505719
"2804","Texas","4800000",16.61,NA,48,48249,10860,114.0250855,6.86484560505719
"2805","Texas","4800000",16.61,NA,48,48433,NA,114.0250855,6.86484560505719
"2418","Scranton--Wilkes-Barre--Hazleton, PA","0042540",15.81,NA,42,42069,42540,108.8139282,6.88260140417457
"2419","Scranton--Wilkes-Barre--Hazleton, PA","0042540",15.81,NA,42,42079,42540,108.8139282,6.88260140417457
"2420","Scranton--Wilkes-Barre--Hazleton, PA","0042540",15.81,NA,42,42131,42540,108.8139282,6.88260140417457
"577","Flint, MI","0022420",15.58,NA,26,26049,22420,107.2961373,6.88678673299101
"269","Bloomington, IN","0014020",15.17,NA,18,18119,14020,104.6025105,6.89535336189848
"270","Bloomington, IN","0014020",15.17,NA,18,18105,14020,104.6025105,6.89535336189848
"1384","Mankato-North Mankato, MN","0031860",16.55,NA,27,27013,31860,114.1552511,6.89759825377643
"1385","Mankato-North Mankato, MN","0031860",16.55,NA,27,27103,31860,114.1552511,6.89759825377643
"2988","Waterloo-Cedar Falls, IA","0047940",15.87,NA,19,19013,47940,109.5290252,6.90163989918084
"2989","Waterloo-Cedar Falls, IA","0047940",15.87,NA,19,19075,47940,109.5290252,6.90163989918084
"2990","Waterloo-Cedar Falls, IA","0047940",15.87,NA,19,19017,47940,109.5290252,6.90163989918084
"1305","Longview, TX","0030980",15.71,NA,48,48183,30980,108.4598698,6.90387458943348
"1306","Longview, TX","0030980",15.71,NA,48,48401,30980,108.4598698,6.90387458943348
"1307","Longview, TX","0030980",15.71,NA,48,48459,30980,108.4598698,6.90387458943348
"2357","Roanoke, VA","0040220",15.93,NA,51,51775,40220,110.0110011,6.90590088512241
"2358","Roanoke, VA","0040220",15.93,NA,51,51161,40220,110.0110011,6.90590088512241
"2359","Roanoke, VA","0040220",15.93,NA,51,51067,40220,110.0110011,6.90590088512241
"2360","Roanoke, VA","0040220",15.93,NA,51,51023,40220,110.0110011,6.90590088512241
"2361","Roanoke, VA","0040220",15.93,NA,51,51770,40220,110.0110011,6.90590088512241
"2362","Roanoke, VA","0040220",15.93,NA,51,51045,40220,110.0110011,6.90590088512241
"605","Fond du Lac, WI","0022540",16.72,NA,55,55039,22540,115.4734411,6.90630628588517
"2438","Sioux Falls, SD","0043620",15.59,NA,46,46125,43620,107.7586207,6.91203468248877
"2439","Sioux Falls, SD","0043620",15.59,NA,46,46083,43620,107.7586207,6.91203468248877
"2440","Sioux Falls, SD","0043620",15.59,NA,46,46099,43620,107.7586207,6.91203468248877
"2441","Sioux Falls, SD","0043620",15.59,NA,46,46087,43620,107.7586207,6.91203468248877
"562","Evansville, IN-KY","0021780",15.8,NA,21,21101,21780,109.5290252,6.93221678481013
"563","Evansville, IN-KY","0021780",15.8,NA,18,18173,21780,109.5290252,6.93221678481013
"564","Evansville, IN-KY","0021780",15.8,NA,18,18129,21780,109.5290252,6.93221678481013
"565","Evansville, IN-KY","0021780",15.8,NA,18,18163,21780,109.5290252,6.93221678481013
"1286","Lewiston, ID-WA","0030300",15.88,NA,53,53003,30300,110.1321586,6.93527447103274
"1287","Lewiston, ID-WA","0030300",15.88,NA,16,16069,30300,110.1321586,6.93527447103274
"549","East Stroudsburg, PA","0020700",14.59,NA,42,42089,20700,101.3171226,6.94428530500343
"2228","Orlando-Kissimmee-Sanford, FL","0036740",14.68,NA,12,12095,36740,102.145046,6.95810940054496
"2229","Orlando-Kissimmee-Sanford, FL","0036740",14.68,NA,12,12069,36740,102.145046,6.95810940054496
"2230","Orlando-Kissimmee-Sanford, FL","0036740",14.68,NA,12,12097,36740,102.145046,6.95810940054496
"2231","Orlando-Kissimmee-Sanford, FL","0036740",14.68,NA,12,12117,36740,102.145046,6.95810940054496
"1036","Janesville-Beloit, WI","0027500",15.53,NA,55,55105,27500,108.1081081,6.96124327752737
"1397","Memphis, TN-MS-AR","0032820",15.59,NA,47,47047,32820,108.577633,6.96456914688903
"1398","Memphis, TN-MS-AR","0032820",15.59,NA,5,5035,32820,108.577633,6.96456914688903
"1399","Memphis, TN-MS-AR","0032820",15.59,NA,28,28137,32820,108.577633,6.96456914688903
"1400","Memphis, TN-MS-AR","0032820",15.59,NA,28,28033,32820,108.577633,6.96456914688903
"1401","Memphis, TN-MS-AR","0032820",15.59,NA,28,28143,32820,108.577633,6.96456914688903
"1402","Memphis, TN-MS-AR","0032820",15.59,NA,28,28093,32820,108.577633,6.96456914688903
"1403","Memphis, TN-MS-AR","0032820",15.59,NA,47,47157,32820,108.577633,6.96456914688903
"1404","Memphis, TN-MS-AR","0032820",15.59,NA,28,28009,32820,108.577633,6.96456914688903
"1405","Memphis, TN-MS-AR","0032820",15.59,NA,47,47167,32820,108.577633,6.96456914688903
"1297","Little Rock-North Little Rock-Conway, AR","0030780",15.77,NA,5,5105,30780,109.8901099,6.96830119847812
"1298","Little Rock-North Little Rock-Conway, AR","0030780",15.77,NA,5,5045,30780,109.8901099,6.96830119847812
"1299","Little Rock-North Little Rock-Conway, AR","0030780",15.77,NA,5,5085,30780,109.8901099,6.96830119847812
"1300","Little Rock-North Little Rock-Conway, AR","0030780",15.77,NA,5,5053,30780,109.8901099,6.96830119847812
"1301","Little Rock-North Little Rock-Conway, AR","0030780",15.77,NA,5,5125,30780,109.8901099,6.96830119847812
"1302","Little Rock-North Little Rock-Conway, AR","0030780",15.77,NA,5,5119,30780,109.8901099,6.96830119847812
"733","Gulfport-Biloxi-Pascagoula, MS","0025060",15.88,NA,28,28045,25060,110.7419712,6.97367576826196
"734","Gulfport-Biloxi-Pascagoula, MS","0025060",15.88,NA,28,28059,25060,110.7419712,6.97367576826196
"735","Gulfport-Biloxi-Pascagoula, MS","0025060",15.88,NA,28,28047,25060,110.7419712,6.97367576826196
"611","Fort Wayne, IN","0023060",15.73,NA,18,18003,23060,110.0110011,6.99370636363636
"612","Fort Wayne, IN","0023060",15.73,NA,18,18179,23060,110.0110011,6.99370636363636
"613","Fort Wayne, IN","0023060",15.73,NA,18,18183,23060,110.0110011,6.99370636363636
"704","Gettysburg, PA","0023900",14.87,NA,42,42001,23900,104.1666667,7.00515579690652
"2080","Ohio","3900000",16.84,NA,39,39145,39020,118.3431953,7.02750565914489
"2081","Ohio","3900000",16.84,NA,39,39071,NA,118.3431953,7.02750565914489
"2082","Ohio","3900000",16.84,NA,39,39171,NA,118.3431953,7.02750565914489
"2083","Ohio","3900000",16.84,NA,39,39121,NA,118.3431953,7.02750565914489
"2084","Ohio","3900000",16.84,NA,39,39065,NA,118.3431953,7.02750565914489
"2085","Ohio","3900000",16.84,NA,39,39123,38840,118.3431953,7.02750565914489
"2086","Ohio","3900000",16.84,NA,39,39101,32020,118.3431953,7.02750565914489
"2087","Ohio","3900000",16.84,NA,39,39043,41780,118.3431953,7.02750565914489
"2088","Ohio","3900000",16.84,NA,39,39149,43380,118.3431953,7.02750565914489
"2089","Ohio","3900000",16.84,NA,39,39147,45660,118.3431953,7.02750565914489
"2090","Ohio","3900000",16.84,NA,39,39169,49300,118.3431953,7.02750565914489
"2091","Ohio","3900000",16.84,NA,39,39063,22300,118.3431953,7.02750565914489
"2092","Ohio","3900000",16.84,NA,39,39125,NA,118.3431953,7.02750565914489
"2093","Ohio","3900000",16.84,NA,39,39037,24820,118.3431953,7.02750565914489
"2094","Ohio","3900000",16.84,NA,39,39119,49780,118.3431953,7.02750565914489
"2095","Ohio","3900000",16.84,NA,39,39021,46500,118.3431953,7.02750565914489
"2096","Ohio","3900000",16.84,NA,39,39039,19580,118.3431953,7.02750565914489
"2097","Ohio","3900000",16.84,NA,39,39067,NA,118.3431953,7.02750565914489
"2098","Ohio","3900000",16.84,NA,39,39141,17060,118.3431953,7.02750565914489
"2099","Ohio","3900000",16.84,NA,39,39079,27160,118.3431953,7.02750565914489
"2100","Ohio","3900000",16.84,NA,39,39069,NA,118.3431953,7.02750565914489
"2101","Ohio","3900000",16.84,NA,39,39009,11900,118.3431953,7.02750565914489
"2102","Ohio","3900000",16.84,NA,39,39011,47540,118.3431953,7.02750565914489
"2103","Ohio","3900000",16.84,NA,39,39001,NA,118.3431953,7.02750565914489
"2104","Ohio","3900000",16.84,NA,39,39091,13340,118.3431953,7.02750565914489
"2105","Ohio","3900000",16.84,NA,39,39175,NA,118.3431953,7.02750565914489
"2106","Ohio","3900000",16.84,NA,39,39005,11740,118.3431953,7.02750565914489
"2107","Ohio","3900000",16.84,NA,39,39075,NA,118.3431953,7.02750565914489
"2108","Ohio","3900000",16.84,NA,39,39077,35940,118.3431953,7.02750565914489
"2109","Ohio","3900000",16.84,NA,39,39027,48940,118.3431953,7.02750565914489
"2110","Ohio","3900000",16.84,NA,39,39143,23380,118.3431953,7.02750565914489
"2111","Ohio","3900000",16.84,NA,39,39107,16380,118.3431953,7.02750565914489
"2112","Ohio","3900000",16.84,NA,39,39161,46780,118.3431953,7.02750565914489
"2113","Ohio","3900000",16.84,NA,39,39111,NA,118.3431953,7.02750565914489
"2114","Ohio","3900000",16.84,NA,39,39135,NA,118.3431953,7.02750565914489
"2115","Ohio","3900000",16.84,NA,39,39167,31930,118.3431953,7.02750565914489
"2116","Ohio","3900000",16.84,NA,39,39083,34540,118.3431953,7.02750565914489
"2117","Ohio","3900000",16.84,NA,39,39115,NA,118.3431953,7.02750565914489
"2118","Ohio","3900000",16.84,NA,39,39007,11780,118.3431953,7.02750565914489
"2119","Ohio","3900000",16.84,NA,39,39033,15340,118.3431953,7.02750565914489
"2120","Ohio","3900000",16.84,NA,39,39029,41400,118.3431953,7.02750565914489
"2121","Ohio","3900000",16.84,NA,39,39105,NA,118.3431953,7.02750565914489
"2122","Ohio","3900000",16.84,NA,39,39059,15740,118.3431953,7.02750565914489
"2123","Ohio","3900000",16.84,NA,39,39157,35420,118.3431953,7.02750565914489
"2124","Ohio","3900000",16.84,NA,39,39031,18740,118.3431953,7.02750565914489
"2125","Ohio","3900000",16.84,NA,39,39131,NA,118.3431953,7.02750565914489
"2126","Ohio","3900000",16.84,NA,39,39053,38580,118.3431953,7.02750565914489
"2127","Ohio","3900000",16.84,NA,39,39137,NA,118.3431953,7.02750565914489
"2128","Ohio","3900000",16.84,NA,39,39047,47920,118.3431953,7.02750565914489
"2129","Ohio","3900000",16.84,NA,39,39163,NA,118.3431953,7.02750565914489
"2316","Prescott, AZ","0039140",14.86,NA,4,4025,39140,104.6025105,7.03919989905787
"1886","New Mexico","3500000",15.54,NA,35,35003,NA,109.5290252,7.04819981981982
"1887","New Mexico","3500000",15.54,NA,35,35023,NA,109.5290252,7.04819981981982
"1888","New Mexico","3500000",15.54,NA,35,35019,NA,109.5290252,7.04819981981982
"1889","New Mexico","3500000",15.54,NA,35,35007,NA,109.5290252,7.04819981981982
"1890","New Mexico","3500000",15.54,NA,35,35017,43500,109.5290252,7.04819981981982
"1891","New Mexico","3500000",15.54,NA,35,35029,19700,109.5290252,7.04819981981982
"1892","New Mexico","3500000",15.54,NA,35,35015,16100,109.5290252,7.04819981981982
"1893","New Mexico","3500000",15.54,NA,35,35055,45340,109.5290252,7.04819981981982
"1894","New Mexico","3500000",15.54,NA,35,35047,29780,109.5290252,7.04819981981982
"1895","New Mexico","3500000",15.54,NA,35,35005,40740,109.5290252,7.04819981981982
"1896","New Mexico","3500000",15.54,NA,35,35009,17580,109.5290252,7.04819981981982
"1897","New Mexico","3500000",15.54,NA,35,35021,NA,109.5290252,7.04819981981982
"1898","New Mexico","3500000",15.54,NA,35,35039,21580,109.5290252,7.04819981981982
"1899","New Mexico","3500000",15.54,NA,35,35011,NA,109.5290252,7.04819981981982
"1900","New Mexico","3500000",15.54,NA,35,35028,31060,109.5290252,7.04819981981982
"1901","New Mexico","3500000",15.54,NA,35,35035,10460,109.5290252,7.04819981981982
"1902","New Mexico","3500000",15.54,NA,35,35033,NA,109.5290252,7.04819981981982
"1903","New Mexico","3500000",15.54,NA,35,35025,26020,109.5290252,7.04819981981982
"1904","New Mexico","3500000",15.54,NA,35,35041,38780,109.5290252,7.04819981981982
"1905","New Mexico","3500000",15.54,NA,35,35037,NA,109.5290252,7.04819981981982
"1906","New Mexico","3500000",15.54,NA,35,35053,NA,109.5290252,7.04819981981982
"1907","New Mexico","3500000",15.54,NA,35,35006,24380,109.5290252,7.04819981981982
"1908","New Mexico","3500000",15.54,NA,35,35031,23700,109.5290252,7.04819981981982
"1909","New Mexico","3500000",15.54,NA,35,35059,NA,109.5290252,7.04819981981982
"1910","New Mexico","3500000",15.54,NA,35,35051,NA,109.5290252,7.04819981981982
"1911","New Mexico","3500000",15.54,NA,35,35027,NA,109.5290252,7.04819981981982
"1241","Killeen-Temple, TX","0028660",15.3,NA,48,48099,28660,108.1081081,7.06588941830065
"1242","Killeen-Temple, TX","0028660",15.3,NA,48,48281,28660,108.1081081,7.06588941830065
"1243","Killeen-Temple, TX","0028660",15.3,NA,48,48027,28660,108.1081081,7.06588941830065
"483","Crestview-Fort Walton Beach-Destin, FL","0018880",14.76,NA,12,12091,18880,104.3841336,7.07209577235772
"484","Crestview-Fort Walton Beach-Destin, FL","0018880",14.76,NA,12,12131,18880,104.3841336,7.07209577235772
"1703","Montana","3000000",15.37,NA,30,30091,NA,108.9324619,7.08734299934938
"1704","Montana","3000000",15.37,NA,30,30045,NA,108.9324619,7.08734299934938
"1705","Montana","3000000",15.37,NA,30,30097,NA,108.9324619,7.08734299934938
"1706","Montana","3000000",15.37,NA,30,30031,14580,108.9324619,7.08734299934938
"1707","Montana","3000000",15.37,NA,30,30095,NA,108.9324619,7.08734299934938
"1708","Montana","3000000",15.37,NA,30,30101,NA,108.9324619,7.08734299934938
"1709","Montana","3000000",15.37,NA,30,30019,NA,108.9324619,7.08734299934938
"1710","Montana","3000000",15.37,NA,30,30035,NA,108.9324619,7.08734299934938
"1711","Montana","3000000",15.37,NA,30,30041,NA,108.9324619,7.08734299934938
"1712","Montana","3000000",15.37,NA,30,30093,15580,108.9324619,7.08734299934938
"1713","Montana","3000000",15.37,NA,30,30069,NA,108.9324619,7.08734299934938
"1714","Montana","3000000",15.37,NA,30,30071,NA,108.9324619,7.08734299934938
"1715","Montana","3000000",15.37,NA,30,30105,NA,108.9324619,7.08734299934938
"1716","Montana","3000000",15.37,NA,30,30017,NA,108.9324619,7.08734299934938
"1717","Montana","3000000",15.37,NA,30,30067,NA,108.9324619,7.08734299934938
"1718","Montana","3000000",15.37,NA,30,30075,NA,108.9324619,7.08734299934938
"1719","Montana","3000000",15.37,NA,30,30057,NA,108.9324619,7.08734299934938
"1720","Montana","3000000",15.37,NA,30,30007,NA,108.9324619,7.08734299934938
"1721","Montana","3000000",15.37,NA,30,30025,NA,108.9324619,7.08734299934938
"1722","Montana","3000000",15.37,NA,30,30011,NA,108.9324619,7.08734299934938
"1723","Montana","3000000",15.37,NA,30,30059,NA,108.9324619,7.08734299934938
"1724","Montana","3000000",15.37,NA,30,30003,NA,108.9324619,7.08734299934938
"1725","Montana","3000000",15.37,NA,30,30099,NA,108.9324619,7.08734299934938
"1726","Montana","3000000",15.37,NA,30,30033,NA,108.9324619,7.08734299934938
"1727","Montana","3000000",15.37,NA,30,30043,25740,108.9324619,7.08734299934938
"1728","Montana","3000000",15.37,NA,30,30027,NA,108.9324619,7.08734299934938
"1729","Montana","3000000",15.37,NA,30,30107,NA,108.9324619,7.08734299934938
"1730","Montana","3000000",15.37,NA,30,30023,NA,108.9324619,7.08734299934938
"1731","Montana","3000000",15.37,NA,30,30015,NA,108.9324619,7.08734299934938
"1732","Montana","3000000",15.37,NA,30,30061,NA,108.9324619,7.08734299934938
"1733","Montana","3000000",15.37,NA,30,30005,NA,108.9324619,7.08734299934938
"1734","Montana","3000000",15.37,NA,30,30087,NA,108.9324619,7.08734299934938
"1735","Montana","3000000",15.37,NA,30,30029,28060,108.9324619,7.08734299934938
"1736","Montana","3000000",15.37,NA,30,30081,NA,108.9324619,7.08734299934938
"1737","Montana","3000000",15.37,NA,30,30021,NA,108.9324619,7.08734299934938
"1738","Montana","3000000",15.37,NA,30,30039,NA,108.9324619,7.08734299934938
"1739","Montana","3000000",15.37,NA,30,30073,NA,108.9324619,7.08734299934938
"1740","Montana","3000000",15.37,NA,30,30083,NA,108.9324619,7.08734299934938
"1741","Montana","3000000",15.37,NA,30,30065,NA,108.9324619,7.08734299934938
"1742","Montana","3000000",15.37,NA,30,30085,NA,108.9324619,7.08734299934938
"1743","Montana","3000000",15.37,NA,30,30077,NA,108.9324619,7.08734299934938
"1744","Montana","3000000",15.37,NA,30,30079,NA,108.9324619,7.08734299934938
"1745","Montana","3000000",15.37,NA,30,30055,NA,108.9324619,7.08734299934938
"1746","Montana","3000000",15.37,NA,30,30053,NA,108.9324619,7.08734299934938
"1747","Montana","3000000",15.37,NA,30,30109,NA,108.9324619,7.08734299934938
"1748","Montana","3000000",15.37,NA,30,30049,25740,108.9324619,7.08734299934938
"1749","Montana","3000000",15.37,NA,30,30089,NA,108.9324619,7.08734299934938
"1750","Montana","3000000",15.37,NA,30,30001,NA,108.9324619,7.08734299934938
"1751","Montana","3000000",15.37,NA,30,30103,NA,108.9324619,7.08734299934938
"1752","Montana","3000000",15.37,NA,30,30047,NA,108.9324619,7.08734299934938
"1753","Montana","3000000",15.37,NA,30,30051,NA,108.9324619,7.08734299934938
"1468","Midland, MI","0033220",15.22,NA,26,26111,33220,108.1081081,7.10302944152431
"2827","Tyler, TX","0046340",14.86,NA,48,48423,46340,105.5966209,7.10609831090175
"262","Blacksburg-Christiansburg-Radford, VA","0013980",15.92,NA,51,51155,13980,113.2502831,7.11371125
"263","Blacksburg-Christiansburg-Radford, VA","0013980",15.92,NA,51,51750,13980,113.2502831,7.11371125
"264","Blacksburg-Christiansburg-Radford, VA","0013980",15.92,NA,51,51071,13980,113.2502831,7.11371125
"265","Blacksburg-Christiansburg-Radford, VA","0013980",15.92,NA,51,51063,13980,113.2502831,7.11371125
"266","Blacksburg-Christiansburg-Radford, VA","0013980",15.92,NA,51,51121,13980,113.2502831,7.11371125
"337","Charleston, WV","0016620",15.73,NA,54,54015,16620,111.9820829,7.11901353464717
"338","Charleston, WV","0016620",15.73,NA,54,54005,16620,111.9820829,7.11901353464717
"339","Charleston, WV","0016620",15.73,NA,54,54039,16620,111.9820829,7.11901353464717
"2442","South Bend-Mishawaka, IN-MI","0043780",15.48,NA,26,26027,43780,110.2535832,7.12232449612403
"2443","South Bend-Mishawaka, IN-MI","0043780",15.48,NA,18,18141,43780,110.2535832,7.12232449612403
"1969","Niles-Benton Harbor, MI","0035660",15.64,NA,26,26021,35660,111.6071429,7.13600657928389
"2304","Port St. Lucie, FL","0038940",14.62,NA,12,12111,38940,104.3841336,7.13981761969904
"2305","Port St. Lucie, FL","0038940",14.62,NA,12,12085,38940,104.3841336,7.13981761969904
"3049","Winston-Salem, NC","0049180",15.5,NA,37,37057,49180,110.7419712,7.14464330322581
"3050","Winston-Salem, NC","0049180",15.5,NA,37,37067,49180,110.7419712,7.14464330322581
"3051","Winston-Salem, NC","0049180",15.5,NA,37,37197,49180,110.7419712,7.14464330322581
"3052","Winston-Salem, NC","0049180",15.5,NA,37,37169,49180,110.7419712,7.14464330322581
"3053","Winston-Salem, NC","0049180",15.5,NA,37,37059,49180,110.7419712,7.14464330322581
"319","Cape Coral-Fort Myers, FL","0015980",14.71,NA,12,12071,15980,105.1524711,7.14836649218219
"513","Decatur, IL","0019500",15.41,NA,17,17115,19500,110.3752759,7.16257468526931
"725","Greensboro-High Point, NC","0024660",15.46,NA,37,37081,24660,110.864745,7.17107018111255
"726","Greensboro-High Point, NC","0024660",15.46,NA,37,37157,24660,110.864745,7.17107018111255
"727","Greensboro-High Point, NC","0024660",15.46,NA,37,37151,24660,110.864745,7.17107018111255
"783","Idaho","1600000",15.32,NA,16,16009,NA,109.8901099,7.17298367493473
"784","Idaho","1600000",15.32,NA,16,16011,13940,109.8901099,7.17298367493473
"785","Idaho","1600000",15.32,NA,16,16061,NA,109.8901099,7.17298367493473
"786","Idaho","1600000",15.32,NA,16,16083,46300,109.8901099,7.17298367493473
"787","Idaho","1600000",15.32,NA,16,16039,34300,109.8901099,7.17298367493473
"788","Idaho","1600000",15.32,NA,16,16085,NA,109.8901099,7.17298367493473
"789","Idaho","1600000",15.32,NA,16,16077,NA,109.8901099,7.17298367493473
"790","Idaho","1600000",15.32,NA,16,16003,NA,109.8901099,7.17298367493473
"791","Idaho","1600000",15.32,NA,16,16007,NA,109.8901099,7.17298367493473
"792","Idaho","1600000",15.32,NA,16,16071,NA,109.8901099,7.17298367493473
"793","Idaho","1600000",15.32,NA,16,16029,NA,109.8901099,7.17298367493473
"794","Idaho","1600000",15.32,NA,16,16013,25200,109.8901099,7.17298367493473
"795","Idaho","1600000",15.32,NA,16,16079,NA,109.8901099,7.17298367493473
"796","Idaho","1600000",15.32,NA,16,16067,15420,109.8901099,7.17298367493473
"797","Idaho","1600000",15.32,NA,16,16087,NA,109.8901099,7.17298367493473
"798","Idaho","1600000",15.32,NA,16,16033,NA,109.8901099,7.17298367493473
"799","Idaho","1600000",15.32,NA,16,16065,39940,109.8901099,7.17298367493473
"800","Idaho","1600000",15.32,NA,16,16081,27220,109.8901099,7.17298367493473
"801","Idaho","1600000",15.32,NA,16,16047,NA,109.8901099,7.17298367493473
"802","Idaho","1600000",15.32,NA,16,16021,NA,109.8901099,7.17298367493473
"803","Idaho","1600000",15.32,NA,16,16053,46300,109.8901099,7.17298367493473
"804","Idaho","1600000",15.32,NA,16,16049,NA,109.8901099,7.17298367493473
"805","Idaho","1600000",15.32,NA,16,16037,NA,109.8901099,7.17298367493473
"806","Idaho","1600000",15.32,NA,16,16035,NA,109.8901099,7.17298367493473
"807","Idaho","1600000",15.32,NA,16,16025,25200,109.8901099,7.17298367493473
"808","Idaho","1600000",15.32,NA,16,16075,36620,109.8901099,7.17298367493473
"809","Idaho","1600000",15.32,NA,16,16059,NA,109.8901099,7.17298367493473
"810","Idaho","1600000",15.32,NA,16,16057,34140,109.8901099,7.17298367493473
"811","Idaho","1600000",15.32,NA,16,16063,25200,109.8901099,7.17298367493473
"812","Idaho","1600000",15.32,NA,16,16017,41760,109.8901099,7.17298367493473
"813","Idaho","1600000",15.32,NA,16,16031,15420,109.8901099,7.17298367493473
"814","Idaho","1600000",15.32,NA,16,16043,39940,109.8901099,7.17298367493473
"1758","Morgantown, WV","0034060",15.8,NA,54,54077,34060,113.3786848,7.17586612658228
"1759","Morgantown, WV","0034060",15.8,NA,54,54061,34060,113.3786848,7.17586612658228
"479","Corpus Christi, TX","0018580",14.95,NA,48,48007,18580,107.2961373,7.17699915050167
"480","Corpus Christi, TX","0018580",14.95,NA,48,48409,18580,107.2961373,7.17699915050167
"481","Corpus Christi, TX","0018580",14.95,NA,48,48355,18580,107.2961373,7.17699915050167
"1698","Mobile, AL","0033660",15.76,NA,1,1097,33660,113.1221719,7.17780278553299
"939","Iowa","1900000",16.18,NA,19,19093,NA,116.1440186,7.17824589616811
"940","Iowa","1900000",16.18,NA,19,19091,NA,116.1440186,7.17824589616811
"941","Iowa","1900000",16.18,NA,19,19171,NA,116.1440186,7.17824589616811
"942","Iowa","1900000",16.18,NA,19,19009,NA,116.1440186,7.17824589616811
"943","Iowa","1900000",16.18,NA,19,19141,NA,116.1440186,7.17824589616811
"944","Iowa","1900000",16.18,NA,19,19069,NA,116.1440186,7.17824589616811
"945","Iowa","1900000",16.18,NA,19,19175,NA,116.1440186,7.17824589616811
"946","Iowa","1900000",16.18,NA,19,19143,NA,116.1440186,7.17824589616811
"947","Iowa","1900000",16.18,NA,19,19087,NA,116.1440186,7.17824589616811
"948","Iowa","1900000",16.18,NA,19,19115,NA,116.1440186,7.17824589616811
"949","Iowa","1900000",16.18,NA,19,19095,NA,116.1440186,7.17824589616811
"950","Iowa","1900000",16.18,NA,19,19137,NA,116.1440186,7.17824589616811
"951","Iowa","1900000",16.18,NA,19,19003,NA,116.1440186,7.17824589616811
"952","Iowa","1900000",16.18,NA,19,19067,NA,116.1440186,7.17824589616811
"953","Iowa","1900000",16.18,NA,19,19097,NA,116.1440186,7.17824589616811
"954","Iowa","1900000",16.18,NA,19,19107,NA,116.1440186,7.17824589616811
"955","Iowa","1900000",16.18,NA,19,19099,35500,116.1440186,7.17824589616811
"956","Iowa","1900000",16.18,NA,19,19117,NA,116.1440186,7.17824589616811
"957","Iowa","1900000",16.18,NA,19,19139,34700,116.1440186,7.17824589616811
"958","Iowa","1900000",16.18,NA,19,19033,32380,116.1440186,7.17824589616811
"959","Iowa","1900000",16.18,NA,19,19173,NA,116.1440186,7.17824589616811
"960","Iowa","1900000",16.18,NA,19,19147,NA,116.1440186,7.17824589616811
"961","Iowa","1900000",16.18,NA,19,19021,44740,116.1440186,7.17824589616811
"962","Iowa","1900000",16.18,NA,19,19089,NA,116.1440186,7.17824589616811
"963","Iowa","1900000",16.18,NA,19,19145,NA,116.1440186,7.17824589616811
"964","Iowa","1900000",16.18,NA,19,19007,NA,116.1440186,7.17824589616811
"965","Iowa","1900000",16.18,NA,19,19167,NA,116.1440186,7.17824589616811
"966","Iowa","1900000",16.18,NA,19,19071,NA,116.1440186,7.17824589616811
"967","Iowa","1900000",16.18,NA,19,19189,NA,116.1440186,7.17824589616811
"968","Iowa","1900000",16.18,NA,19,19037,NA,116.1440186,7.17824589616811
"969","Iowa","1900000",16.18,NA,19,19083,NA,116.1440186,7.17824589616811
"970","Iowa","1900000",16.18,NA,19,19165,NA,116.1440186,7.17824589616811
"971","Iowa","1900000",16.18,NA,19,19197,NA,116.1440186,7.17824589616811
"972","Iowa","1900000",16.18,NA,19,19179,36900,116.1440186,7.17824589616811
